UOID,Parent,Label,Impact Area,Genome,Outcome,Benchmark CPO,Benchmark Efficacy,Benchmark Evidence,Outcomes Produced,Outcomes Adjusted
11563,Z12.01.01,MPSSAA,,,,$207,,,414,0.0053476
11564,Z05.04.02,Arizona Council on Economic Education,,,,$1,,,199262,0.0041667
11591,Z08.04.05,Jane Doe Inc.,,,,"$4,058",,,31,0.0057471
11635,Z05.04.03,YWCA,,,,$718,,,265,0.0041667
11663,Z06.03.03,Urban Initiatives,,,,"$3,881",,,138,0.0027701
11680,Z05.04.02,Boys & Girls Clubs of Northeast Florida,,,,$63,,,400,0.0041667
11696,Z01.01.02,UMBC Foundation,,,,$200,,,100,0.0070922
11704,Z04.03.12,Dress for Success Northern New Jersey -- 10 Counties,,,,$360,,,1136,0.0133333
11707,Z03.04.03,Philadelphia VIP,,,,"$1,807",,,492,0.0037736
11708,Z12.01.04,Erin's House for Grieving Children,,,,$446,,,1960,0.0053476
11711,Z03.05.02,"Interfaith Hospitality Network of Greater Fort Wayne, Inc.",,,,"$2,110",,,263,0.0037736
11712,Z03.06.10,Senior Resources of Guilford,,,,"$1,015",,,613,0.0037736
11715,Z03.02.01,"Inglis Foundation, Philadelphia, PA",,,,$766,,,541,0.0037736
11717,Z03.03.01,"Community Harvest Food Bank of Northeast Indiana, Inc.",,,,$42,,,85000,0.0037736
11718,Z03.05.02,Veterans Multi-Service Center,,,,$126,,,2463,0.0037736
11721,Z03.05.03,Together Inc of Metropolitan Omaha,,,,$642,,,1368,0.0037736
11722,Z03.04.01,Habitat for Humanity of Omaha,,,,"$198,823",,,9,0.0037736
11736,Z05.04.02,Junior Achievement of Central Maryland,,,,$61,,,9000,0.0041667
11740,Z08.04.05,Rhode Island Coalition Against Domestic Violence,,,,$100,,,687,0.0057471
11742,Z05.04.02,Junior Achievement of Southeastern Michigan,,,,$12,,,46400,0.0041667
11744,Z05.03.01,Junior Achievement of North Central Ohio,,,,$31,,,21948,0.0041667
11747,Z03.05.03,The Servant Center,,,,"$8,022",,,66,0.0037736
11765,Z10.01.02,"Simon Kenton Council, Boy Scouts of America",,,,$300,,,50,0.0270270
11766,Z05.03.01,Per Scholas,,,,"$10,068",,,86,0.0041667
11771,Z08.04.05,"Center for Nonviolence, Inc",,,,"$2,159",,,158,0.0057471
11782,Z03.01.02,"SCAN, Inc.",,,,"$2,345",,,2499,0.0037736
11785,Z03.05.02,Greensboro Urban Ministry,,,,$553,,,771,0.0037736
11786,Z03.05.03,Mercy Housing and Shelter Corporation,,,,"$42,983",,,58,0.0037736
11791,Z03.05.03,Valley Youth House,,,,"$5,319",,,50,0.0037736
11794,Z03.03.01,Capitol Region Food Program dba Capital Region Food Program,,,,$12,,,6953,0.0037736
11796,Z03.05.02,Friends Program,,,,"$31,292",,,53,0.0037736
11815,Z12.01.04,LOFT Community Services,,,,"$2,751",,,624,0.0053476
11820,Z06.03.01,New Path Foundation,,,,"$1,048",,,10,0.0027701
11822,Z08.05.02,Partners In Health Canada,,,,"$2,381",,,42,0.0057471
11827,Z05.04.01,Canadian Feed The Children,,,,$65,,,266,0.0041667
11828,Z06.02.03,The Children's Book Bank,,,,"$4,651",,,43,0.0027701
11829,Z02.01.01,Book Clubs For Inmates,,,,$955,,,240,0.2000000
11831,Z06.01.04,The Boundless School,,,,"$5,498",,,227,0.0027701
11832,Z03.02.03,Geneva Centre for Autism Foundation,,,,"$1,196",,,160,0.0037736
11839,Z08.07.01,Community Food Centres Canada,,,,$140,,,2550,0.0057471
11841,Z10.01.02,Environmental Defence Canada Inc.,,,,$0,,,26887500,0.0270270
11854,Z08.05.01,CARE Canada,,,,$392,,,16750,0.0057471
11858,Z06.02.02,Nanny Angel Network,,,,$453,,,562,0.0027701
11859,Z06.03.01,Pathways to Education Canada,,,,"$5,342",,,3238,0.0027701
11864,Z10.01.05,Sustainability Network,,,,"$2,556",,,9,0.0270270
11867,Z12.01.01,Tides Canada Foundation,,,,"$10,878",,,19,0.0053476
11869,Z06.02.03,Fred Victor,,,,"$1,400",,,70,0.0027701
11870,Z10.01.04,Earth Rangers,,,,$21,,,1864,0.0270270
11890,Z05.04.02,Arizona Coalition to End Sexual and Domestic Violence,,,,"$1,442",,,52,0.0041667
11891,Z08.04.05,Delaware Coalition Against Domestic Violence,,,,$599,,,142,0.0057471
11892,Z08.04.05,"Indiana Coalition Against Domestic Violence, Inc.",,,,$227,,,440,0.0057471
11894,Z08.04.05,Iowa Coalition Against Domestic Violence,,,,$169,,,422,0.0057471
11896,Z12.01.02,"Junior Achievement of Georgia, Inc.",,,,$30,,,31000,0.0053476
11897,Z12.01.04,Health World Education Ltd,,,,$2,,,9000,0.0053476
11898,Z12.01.04,"Health World, Inc",,,,$2,,,14475,0.0053476
11899,Z06.05.02,"100 BLACK MEN OF ATLANTA, INC",,,,$514,,,70,0.0027701
11900,Z08.04.05,DOVE Center,,,,"$2,261",,,115,0.0057471
11903,Z08.04.05,Friendship Home of Lincoln,,,,"$4,004",,,655,0.0057471
11905,Z05.04.02,Junior Achievement of Arizona,,,,$71,,,20459,0.0041667
11908,Z08.04.05,Houston Area Women's Center,,,,"$2,457",,,226,0.0057471
11910,Z05.04.02,"La Casa, Inc.",,,,$485,,,103,0.0041667
11911,Z12.01.04,"Lancaster City Police Foundation, Lancaster PAL",,,,$533,,,375,0.0053476
11912,Z12.01.04,Lancaster City Police Foundation (Lancaster PAL),,,,$571,,,350,0.0053476
11913,Z03.03.01,"Aging & In-Home Services of Northeast Indiana, Inc.",,,,$632,,,1050,0.0037736
11925,Z03.05.03,Home Suite Hope Shared Living Corp.,,,,"$5,646",,,96,0.0037736
11941,Z03.05.01,Homeless Advocacy Project (HAP),,,,"$1,115",,,1402,0.0037736
11951,Z08.04.05,Louisiana Coalition Against Domestic Violence (LCADV),,,,$360,,,198,0.0057471
11953,Z08.04.05,Maine Coalition to End Domestic Violence,,,,$976,,,73,0.0057471
11955,Z08.04.05,New Hamsphire Coalition Against Domestic and Sexual Violence,,,,$159,,,1350,0.0057471
11956,Z08.04.05,New Mexico Coalition Against Domestic Violence,,,,$423,,,130,0.0057471
11965,Z08.04.05,Pennsylvania Coalition Against Domestic Violence,,,,$135,,,3334,0.0057471
11968,Z08.04.05,Texas Council on Family Violence,,,,$39,,,1375,0.0057471
11969,Z08.04.05,Utah Domestic Violence Coalition,,,,$48,,,1556,0.0057471
11974,Z08.04.05,Domestic Abuse Project of Delaware County,,,,$142,,,235,0.0057471
11977,Z08.04.05,"Holly's House, Inc.",,,,"$1,410",,,150,0.0057471
11979,Z08.04.05,"Texas Advocacy Project, Inc.",,,,$533,,,4313,0.0057471
11980,Z12.01.03,Vanderbilt University Medical Center,,,,$94,,,1700,0.0053476
11981,Z08.04.05,YWCA OKC,,,,"$1,032",,,4305,0.0057471
11982,Z06.03.02,Junior Achievement of Southwest Virginia,,,,$7,,,1150,0.0027701
11994,Z09.01.04,National Renewable Energy Laboratory,,,,"$234,228",,,23,0.0400000
12003,Z08.02.01,Sinai Health System,,,,"$4,259",,,49,0.0057471
12006,Z03.04.01,Mercy Housing California,,,,"$17,981",,,470,0.0037736
12007,Z05.04.03,Local Initiatives Support Corporation (LISC),,,,$693,,,12530,0.0041667
12010,Z05.04.02,Communication Service for the Deaf,,,,$645,,,155,0.0041667
12014,Z12.01.01,Warwick Academy,,,,$500,,,40,0.0053476
12015,Z08.05.02,HealthBridge Foundation of Canada,,,,$541,,,9000,0.0057471
12016,Z03.05.04,Aunt Leah's Independant Lifeskills Society,,,,"$15,287",,,17,0.0037736
12017,Z12.01.04,Level. Changing Lives Through Law (Ãgaliser. Changeons des vies par le droit),,,,"$1,488",,,252,0.0053476
12019,Z06.05.04,Youth Employment Services YES,,,,"$2,734",,,5172,0.0027701
12020,Z12.01.04,Nanny Angel Network,,,,"$1,184",,,266,0.0053476
12021,Z08.05.02,Jessie's - The June Callwood Centre for Young Women,,,,$382,,,935,0.0057471
12024,Z12.01.04,York Region Rose of Sharon Services for Young Mothers,,,,"$6,005",,,276,0.0053476
12026,Z05.04.02,Home Suite Hope Shared Services Ltd,,,,"$2,250",,,12,0.0041667
12027,Z12.01.01,The Leacock Foundation,,,,"$1,100",,,50,0.0053476
12028,Z03.04.03,Local Initiatives Support Corporation (LISC),,,,$875,,,120,0.0037736
12029,Z03.04.03,National Urban League,,,,"$4,298",,,549,0.0037736
12035,Z05.04.02,Greensboro Housing Coalition,,,,$99,,,302,0.0041667
12066,Z05.02.03,"PathStone Enterprise Center, Inc.",,,,"$1,829",,,820,0.0041667
12069,Z05.04.02,Grameen Foundation,,,,$18,,,5508,0.0041667
12075,Z03.04.01,Prosperity Now,,,,"$28,721",,,45,0.0037736
12080,Z05.02.01,Latino Business Action Network,,,,"$3,781",,,129,0.0041667
12121,Z05.02.03,Local Initiatives Support Corporation (LISC),,,,"$25,000",,,40,0.0041667
12124,Z12.01.04,PRIDE Bermuda,,,,$914,,,93,0.0053476
12131,Z05.02.01,BBIF Florida,,,,"$45,000",,,10,0.0041667
12132,Z03.05.02,Covenant House Toronto,,,,"$8,026",,,750,0.0037736
12134,Z03.02.03,Geneva Centre for Autism Foundation,,,,$664,,,301,0.0037736
12136,Z06.05.02,Greater Twin Cities United Way (GTCUW),,,,"$1,240",,,1693,0.0027701
12137,Z06.05.03,Indspire,,,,"$4,861",,,3850,0.0027701
12139,Z12.01.04,The Regent Park School of Music,,,,"$1,000",,,100,0.0053476
12140,Z08.04.05,End Domestic Abuse Wisconsin,,,,$102,,,49,0.0057471
12141,Z05.03.05,University of Cape Town,,,,"$28,610",,,43,0.0041667
12142,Z08.04.05,New Jersey Coalition to End Domestic Violence,,,,$317,,,379,0.0057471
12148,Z12.01.04,Child Development Institute,,,,"$6,570",,,42,0.0053476
12150,Z05.03.01,Dress for Success Northern NJ - 10 Counties,,,,$263,,,1600,0.0041667
12152,Z08.02.02,LOFT Community Services,,,,"$5,543",,,335,0.0057471
12153,Z08.02.02,LOFT Community Services,,,,"$3,464",,,536,0.0057471
12154,Z03.05.04,Milton Transitional Housing Corp,,,,"$2,857",,,14,0.0037736
12155,Z12.01.04,Ndinawemaaganag Endaawaad Inc.,,,,$177,,,760,0.0053476
12156,Z12.01.04,Outward Bound Canada,,,,"$6,517",,,128,0.0053476
12157,Z03.02.03,"Variety, the Children's Charity of Ontario",,,,"$3,400",,,25,0.0037736
12158,Z12.01.04,Art Starts,,,,$724,,,29,0.0053476
12164,Z05.02.03,"University at Buffalo Foundation, Inc.",,,,"$1,863",,,39,0.0041667
12166,Z06.04.01,We Care Solar,,,,$230,,,5035,0.0027701
12171,Z05.02.03,National Urban League,,,,$130,,,10000,0.0041667
12172,Z12.01.03,The Dori Slosberg Foundation DBA Dori Saves Lives,,,,$1,,,500000,0.0053476
12173,Z05.02.01,U.S. Pan Asian American Chamber of Commerce Education Foundation,,,,"$1,111",,,45,0.0041667
12174,Z05.04.03,HomeFree-USA,,,,"$9,091",,,110,0.0041667
12175,Z03.04.03,Habitat for Humanity International,,,,"$14,634",,,41,0.0037736
12176,Z03.04.01,Habitat for Humanity International,,,,"$1,601,800",,,5,0.0037736
12177,Z05.02.01,U.S. Pan Asian American Chamber of Commerce Education Foundation,,,,"$16,667",,,6,0.0041667
12178,Z05.02.01,U.S. Pan Asian American Chamber of Commerce Education Foundation,,,,$14,,,9471,0.0041667
12180,Z05.04.02,Housing Partnership Network,,,,$14,,,219114,0.0041667
12182,Z05.04.01,Housing Partnership Network,,,,$5,,,22500,0.0041667
12183,Z05.02.03,National LGBT Chamber of Commerce (NGLCC),,,,$320,,,500,0.0041667
12184,Z05.02.03,National LGBT Chamber of Commerce (NGLCC),,,,$160,,,250,0.0041667
12185,Z05.02.03,National LGBT Chamber of Commerce (NGLCC),,,,$167,,,150,0.0041667
12187,Z05.02.03,National LGBT Chamber of Commerce,,,,$667,,,90,0.0041667
12206,Z10.01.04,Concordia University,,,,$247,,,300,0.0270270
12208,Z10.01.04,Earth Rangers,,,,$39,,,9000,0.0270270
12209,Z12.01.04,MacPhee Centre for Creative Learning,,,,$533,,,75,0.0053476
12210,Z05.03.06,NPower Canada,,,,"$8,347",,,321,0.0041667
12211,Z06.02.02,Oakville Parent-Child Centre,,,,$750,,,40,0.0027701
12213,Z06.05.02,Seneca College of Applied Arts and Technology,,,,"$3,596",,,22,0.0027701
12214,Z06.03.01,Take a Hike Youth at Risk Foundation,,,,"$22,930",,,71,0.0027701
12215,Z06.03.01,Boundless Adventures Association,,,,"$66,000",,,25,0.0027701
12216,Z12.01.04,"Trails Youth Initiatives, Inc.",,,,"$6,826",,,116,0.0053476
12217,Z06.03.01,World Bicycle Relief,,,,$18,,,4328,0.0027701
12218,Z03.05.01,YouthLink,,,,"$11,333",,,45,0.0037736
12220,Z08.04.05,"YWCA Durham ""The Oshawa Young Women's Christian Association""",,,,$602,,,1355,0.0057471
12222,Z05.02.03,Business in the Streets,,,,"$2,200",,,80,0.0041667
12223,Z05.02.03,Canadian Feed The Children,,,,$200,,,200,0.0041667
12225,Z03.03.02,Community Food Centres Canada,,,,$133,,,2625,0.0037736
12226,Z12.01.04,Dixon Hall,,,,$400,,,300,0.0053476
12228,Z06.05.04,Eva's Initiatives for Homeless Youth,,,,$689,,,235,0.0027701
12229,Z03.05.04,Eva's Initiatives for Homeless Youth,,,,"$5,389",,,146,0.0037736
12234,Z08.05.05,Horizons of Friendship,,,,$110,,,637,0.0057471
12235,Z08.05.02,Horizons of Friendship,,,,$24,,,20399,0.0057471
12237,Z05.03.01,United Way Greater Toronto,,,,"$7,624",,,36,0.0041667
12238,Z06.03.01,Lakehead University,,,,$833,,,108,0.0027701
12239,Z05.04.02,Safe+Sound Somerset,,,,"$1,509",,,159,0.0041667
12240,Z12.01.03,Southeastern Chapter National Safety Council,,,,$70,,,11985,0.0053476
12241,Z12.01.02,The Massey Centre for Women,,,,"$1,638",,,48,0.0053476
12242,Z08.04.05,The Fair Housing Agency of Alabama,,,,$45,,,4359,0.0057471
12243,Z03.05.02,Our Place Peel,,,,"$7,517",,,29,0.0037736
12246,Z06.03.03,York University,,,,"$2,111",,,36,0.0027701
12249,Z06.05.02,York University,,,,"$2,735",,,34,0.0027701
12250,Z06.02.02,Vermont Square Parent-Child Mother Goose Program,,,,$344,,,272,0.0027701
12251,Z10.02.01,Grand River Conservation Foundation,,,,$28,,,50000,0.0270270
12252,Z08.04.05,Interval House,,,,"$5,000",,,192,0.0057471
12254,Z06.01.02,Teach for Canada,,,,"$9,124",,,97,0.0027701
12255,Z05.03.03,Up With Women,,,,"$7,935",,,53,0.0041667
12258,Z06.05.02,Pediatric Oncology Group of Ontario,,,,"$2,228",,,166,0.0027701
12259,Z09.01.02,Social Innovation Institute,,,,"$2,500",,,100,0.0400000
12264,Z06.05.04,Home Suite Hope,,,,"$43,783",,,9,0.0027701
12265,Z12.01.04,Girls Inc. of Halton,,,,$655,,,260,0.0053476
12266,Z12.01.01,Girls Inc. of Halton,,,,"$1,301",,,16,0.0053476
12267,Z06.05.01,Pathways to Education Canada,,,,"$3,604",,,3817,0.0027701
12268,Z06.05.01,United Way Windsor Essex County,,,,"$5,491",,,100,0.0027701
12270,Z10.01.04,Plan International Canada,,,,$35,,,11160,0.0270270
12271,Z12.01.01,YMCA of Greater Toronto,,,,$879,,,1252,0.0053476
12272,Z06.05.02,Youth Fusion,,,,$449,,,1396,0.0027701
12274,Z12.01.04,Sistema Toronto,,,,"$4,619",,,175,0.0053476
12275,Z12.01.04,Right To Play International,,,,"$1,435",,,4440,0.0053476
12281,Z05.04.02,Junior Achievement of Washington,,,,$85,,,6500,0.0041667
12284,Z12.01.02,Wide Angle Youth Media,,,,"$58,261",,,22,0.0053476
12285,Z05.03.01,YWCA Southeast Wisconsin,,,,$280,,,535,0.0041667
12287,Z12.01.01,East Bay Asian Youth Center,,,,$72,,,1200,0.0053476
12289,Z12.01.01,Boys & Girls Clubs of Southeastern Michigan,,,,$217,,,347,0.0053476
12291,Z08.04.05,Center Against Sexual and Family Violence,,,,$344,,,373,0.0057471
12293,Z06.01.02,Facing History and Ourselves,,,,$77,,,6398,0.0027701
12294,Z12.01.01,Middle Country Library Foundation,,,,$44,,,344,0.0053476
12295,Z01.02.01,The Woodruff Arts Center,,,,"$4,500",,,20,0.0070922
12296,Z08.04.05,YWCA Metropolitan Chicago,,,,"$1,550",,,725,0.0057471
12302,Z10.01.02,The Climate Reality Project Canada,,,,$750,,,10,0.0270270
12303,Z06.04.02,Illinois Science and Technology Institute,,,,$534,,,850,0.0027701
12306,Z12.01.03,UMass Memorial Healthcare,,,,$54,,,1202,0.0053476
12308,Z05.04.02,Working in Support of Education,,,,$487,,,117,0.0041667
12309,Z05.04.02,Working in Support of Education,,,,$0,,,101763,0.0041667
12310,Z12.01.04,Safety Center,,,,$365,,,634,0.0053476
12312,Z05.04.02,Doorways for Women and Families,,,,"$3,850",,,81,0.0041667
12315,Z08.04.05,Children's Home Society of Missouri dba FamilyForward,,,,$777,,,475,0.0057471
12316,Z05.04.02,Junior Achievement of North Florida,,,,$95,,,809,0.0041667
12319,Z08.04.05,Rose Brooks Center,,,,$844,,,120,0.0057471
12320,Z12.01.04,White Plains Library Foundation,,,,$18,,,1000,0.0053476
12326,Z05.03.03,"360°kids Support Services (previously Pathways For Children, Youth and Families of York Region)",,,,"$8,168",,,91,0.0041667
12329,Z06.01.03,Ingenuity,,,,$3,,,243321,0.0027701
12336,Z12.01.02,Huckleberry House,,,,"$19,004",,,75,0.0053476
12347,Z06.04.02,Kids In Technology,,,,"$2,095",,,105,0.0027701
12348,Z12.01.04,"Big Brothers Big Sisters of Central Ohio, Inc.",,,,"$2,620",,,869,0.0053476
12349,Z03.05.02,YMCA of Central Ohio,,,,$688,,,1163,0.0037736
12350,Z03.05.01,Star House,,,,"$2,218",,,1000,0.0037736
12353,Z03.03.03,Mercy Housing & Shelter Corp,,,,$604,,,3800,0.0037736
12369,Z03.05.03,Toronto Refugee Community Non-Profit Homes & Services (Romero House),,,,$560,,,75,0.0037736
12371,Z08.07.03,Grace Medical Home,,,,$911,,,56,0.0057471
12373,Z03.02.05,Arbor School of Central Florida,,,,"$4,100",,,100,0.0037736
12374,Z06.05.04,Arbor School of Central Florida,,,,"$30,000",,,5,0.0027701
12387,Z10.02.03,Audubon Center for Birds of Prey,,,,"$1,119",,,250,0.0270270
12389,Z10.02.01,Audubon Center for Birds of Prey,,,,$4,,,25000,0.0270270
12390,Z12.01.04,Central Florida Vocal Arts,,,,$500,,,150,0.0053476
12391,Z06.01.04,Equality Florida Institute,,,,"$30,769",,,3,0.0027701
12392,Z03.06.10,"LGBT+ Center Orlando, Inc.",,,,$600,,,25,0.0037736
12393,Z12.01.04,New Hope for Kids,,,,"$1,728",,,463,0.0053476
12395,Z08.01.01,"Shepherd's Hope, Inc.",,,,$250,,,6516,0.0057471
12396,Z03.03.03,"The Salvation Army, A Georgia Corp.",,,,$955,,,3026,0.0037736
12397,Z06.01.04,Valencia College Foundation,,,,"$3,144",,,8,0.0027701
12398,Z06.02.04,Explorations V Children's Museum,,,,$43,,,20000,0.0027701
12402,Z03.06.10,Easterseals Florida,,,,"$5,912",,,101,0.0037736
12403,Z05.03.03,DIVERSEcity Community Resources Society,,,,"$14,237",,,71,0.0041667
12404,Z12.01.04,"Central Florida Community Arts, Inc.",,,,$188,,,400,0.0053476
12405,Z03.06.10,"Central Florida Community Arts, Inc.",,,,$225,,,200,0.0037736
12406,Z03.02.02,"Central Florida Community Arts, Inc.",,,,$150,,,400,0.0037736
12408,Z01.01.01,Cornell Fine Arts Museum at Rollins College,,,,$159,,,100,0.0070922
12409,Z04.02.03,Building US,,,,$0,,,140000,0.0133333
12410,Z04.01.03,"IDignity, Inc.",,,,$419,,,2358,0.0133333
12423,Z05.02.03,"Valley Venture Mentoring Service, Inc.",,,,"$14,561",,,17,0.0041667
12428,Z05.03.03,Operation Come Home,,,,"$19,430",,,48,0.0041667
12432,Z05.04.02,Junior Achievement of Central Maryland,,,,$50,,,9000,0.0041667
12433,Z05.04.02,Junior Achievement of Arizona,,,,$37,,,2576,0.0041667
12440,Z06.05.02,Grace's Nonprofit,,,,$163,,,400,0.0027701
12446,Z09.01.01,Connecticut Invention Convention Inc,,,,$368,,,1200,0.0400000
12457,Z05.03.03,Segue Career Options Inc.,,,,"$6,053",,,34,0.0041667
12460,Z05.03.06,Community Futures Development Corporation of the North Okanagan,,,,"$10,222",,,45,0.0041667
12465,Z05.03.03,Causeway Work Centre,,,,"$10,580",,,40,0.0041667
12468,Z05.04.02,"Junior Achievement of Southern Nevada, Inc.",,,,$16,,,18225,0.0041667
12469,Z05.02.01,"Initiative for a Competitive Inner City, Inc.",,,,"$4,167",,,30,0.0041667
12473,Z08.04.05,Nebraska Coalition to End Sexual and Domestic Violence,,,,$34,,,2069,0.0057471
12474,Z08.04.05,Bradley Angle,,,,"$1,352",,,106,0.0057471
12476,Z01.02.01,Community Music School of Springfield,,,,$110,,,200,0.0070922
12477,Z01.01.02,Springfield Cultural Partnership,,,,$13,,,500,0.0070922
12478,Z01.01.02,Springfield Cultural Partnership,,,,$222,,,900,0.0070922
12479,Z06.01.02,Teach For America Inc,,,,"$6,329",,,232,0.0027701
12482,Z12.01.04,Women's Fund of Western Massachusetts,,,,"$10,445",,,18,0.0053476
12483,Z01.01.01,Springfield Symphony Orchestra,,,,$96,,,22500,0.0070922
12486,Z06.05.04,Teach Western Mass,,,,"$4,429",,,35,0.0027701
12487,Z05.01.01,"Springfield Library Foundation, Inc.",,,,"$9,500,000",,,1,0.0041667
12488,Z01.01.02,Boys & Girls Club Family Center,,,,$104,,,240,0.0070922
12490,Z05.04.03,Hampden County Bar Foundation Inc.,,,,"$3,540",,,65,0.0041667
12491,Z01.01.01,Springfield Museums,,,,$2,,,13704,0.0070922
12492,Z01.01.01,Springfield Museums,,,,$2,,,484602,0.0070922
12493,Z05.04.02,"Way Finders, Inc.",,,,$967,,,850,0.0041667
12494,Z12.01.03,Big Brothers Big Sisters of Hampden County,,,,"$1,502",,,87,0.0053476
12495,Z05.04.02,"RISE Foundation, Inc.",,,,"$2,511",,,120,0.0041667
12496,Z06.02.02,Horizons for Homeless Children,,,,"$17,656",,,266,0.0027701
12506,Z05.03.03,Regina Immigrant Women Centre,,,,"$10,000",,,15,0.0041667
12513,Z04.04.01,mack test jig,,,,$6,,,2,0.0133333
12515,Z06.05.03,Philadelphia Futures,,,,"$3,429",,,262,0.0027701
12526,Z05.03.03,Clean Foundation,,,,"$16,000",,,25,0.0041667
12527,Z06.02.04,Big Brothers Big Sisters of Northeast Indiana,,,,"$1,910",,,1368,0.0027701
12528,Z05.03.01,Literacy Volunteers of Greater Hartford,,,,$700,,,300,0.0041667
12533,Z05.04.02,"New North Citizens' Council, Inc.",,,,$371,,,337,0.0041667
12535,Z01.01.02,"Greensboro Downtown Parks, Inc.",,,,$2,,,40000,0.0070922
12536,Z06.02.06,"Early Childhood Alliance, Inc.",,,,"$8,098",,,143,0.0027701
12538,Z12.01.01,"Project for Public Spaces, Inc.",,,,$985,,,200,0.0053476
12539,Z03.04.03,Revitalize Community Development Corporation,,,,"$1,843",,,330,0.0037736
12541,Z05.03.06,Gladden Community House,,,,"$1,000",,,200,0.0041667
12544,Z06.03.03,Scholar Athletes,,,,$318,,,347,0.0027701
12547,Z06.04.01,"Urban League of Springfield, Inc.",,,,"$2,083",,,48,0.0027701
12548,Z05.02.03,"Valley Venture Mentoring Service, Inc.",,,,"$16,503",,,15,0.0041667
12550,Z05.02.03,"Valley Venture Mentoring Service, Inc.",,,,"$18,138",,,22,0.0041667
12565,Z05.04.02,Junior Achievement of Northern Indiana,,,,$31,,,18501,0.0041667
12580,Z03.05.01,Aunt Leah's Place,,,,"$21,606",,,23,0.0037736
12581,Z03.05.02,Covenant House Toronto,,,,"$5,122",,,923,0.0037736
12583,Z08.02.02,Little Warriors,,,,"$36,458",,,58,0.0057471
12586,Z10.01.02,Foundation for Environmental Stewardship,,,,$6,,,100000,0.0270270
12595,Z05.03.03,Mission Community Skills Centre Society,,,,"$24,172",,,42,0.0041667
12602,Z06.02.05,Greensboro Science Center,,,,$14,,,3600,0.0027701
12603,Z12.01.04,Big Brothers Big Sisters of the Central Piedmont,,,,$375,,,88,0.0053476
12604,Z06.03.03,Omaha Home for Boys,,,,"$23,893",,,50,0.0027701
12605,Z05.03.01,"The Women's Resource Center of Greensboro, Inc.",,,,"$1,336",,,181,0.0041667
12606,Z06.03.03,The Granite YMCA,,,,"$1,929",,,108,0.0027701
12607,Z12.01.04,The Connecticut Forum,,,,$521,,,426,0.0053476
12608,Z05.03.01,"Connecticut Public Broadcasting, Inc.",,,,"$6,449",,,48,0.0041667
12610,Z06.02.02,Greensboro Children's Museum,,,,$26,,,1900,0.0027701
12612,Z05.02.03,"Northeast Indiana Innovation Center, Inc.",,,,$345,,,854,0.0041667
12613,Z05.03.01,Curriculum Opportunities and Resources for Educators (CORE),,,,"$6,629",,,45,0.0041667
12614,Z05.04.02,Habitat for Humanity of Greater Fort Wayne,,,,"$16,391",,,11,0.0041667
12615,Z05.01.02,Springfield Business Improvement District,,,,"$1,200,000",,,1,0.0041667
12617,Z12.01.04,Girl Scouts of Northern Indiana - Michiana,,,,$240,,,262,0.0053476
12618,Z06.03.02,"Junior Achievement of the Midlands, Inc.",,,,$15,,,8792,0.0027701
12619,Z06.04.01,Kids Can Community Center,,,,"$2,046",,,1161,0.0027701
12620,Z05.02.03,Wellspring Cooperative Corporation,,,,"$1,056",,,45,0.0041667
12621,Z05.03.03,"Blue Jacket, Inc.",,,,"$8,498",,,223,0.0041667
12623,Z06.03.04,"Innovations for Learning, Inc.",,,,$604,,,5600,0.0027701
12624,Z06.03.02,The Durham Museum,,,,$13,,,4542,0.0027701
12625,Z05.04.02,"Junior Achievement of the Triad, Inc.",,,,$33,,,12353,0.0041667
12626,Z05.02.03,Bunker Labs,,,,$424,,,45,0.0041667
12627,Z05.03.01,Forge Greensboro,,,,$500,,,35,0.0041667
12647,Z04.04.04,TAMID Group,,,,"$1,000",,,100,0.0133333
12650,Z04.04.02,Oshman Family Jewish Community Center,,,,$120,,,250,0.0133333
12652,Z04.04.02,OneTable,,,,$152,,,33000,0.0133333
12653,Z04.04.01,KAHAL,,,,$195,,,1600,0.0133333
12654,Z04.04.01,Jewish Council for Youth Services (JCYS),,,,"$5,733",,,30,0.0133333
12656,Z06.03.01,Springfield Public Schools,,,,$380,,,5800,0.0027701
12657,Z06.05.01,The Literacy Alliance,,,,"$16,575",,,40,0.0027701
12659,Z06.05.04,Boys & Girls Clubs of Metro Atlanta,,,,"$1,696",,,434,0.0027701
12661,Z06.03.02,The Mark Twain House & Museum,,,,$67,,,956,0.0027701
12662,Z06.05.04,"The Philadelphia Academies, Inc.",,,,$136,,,733,0.0027701
12663,Z05.04.03,"Family Service of the Piedmont, Inc.",,,,$97,,,5192,0.0041667
12664,Z06.03.03,Boys & Girls Clubs of Philadelphia,,,,$665,,,936,0.0027701
12665,Z05.04.02,CATCH Neighborhood Housing,,,,"$1,885",,,232,0.0041667
12666,Z06.05.02,Partnership 4 Kids,,,,"$2,174",,,966,0.0027701
12667,Z06.02.06,"Reading Connections, Inc.",,,,"$1,370",,,93,0.0027701
12668,Z12.01.03,TeamMates Mentoring,,,,$36,,,8800,0.0053476
12669,Z01.01.02,Smithsonian Institution,,,,$4,,,9205,0.0070922
12670,Z06.03.03,"Allen County - Fort Wayne Historical Society, History Center",,,,$36,,,4885,0.0027701
12671,Z05.03.01,Greensboro Chamber Foundation,,,,"$3,019",,,64,0.0041667
12672,Z06.02.06,"Springfield Operations ECS, Inc.",,,,"$4,498",,,830,0.0027701
